Defect_ID,Module_Name,Severity,Priority,Execution_Time,Defect_Fix_Time,Detected_Phase,Automation_Covered,Tester_Experience,Lines_of_Code,Defect_Reopened,Build_Release
D07061,Payments,High,P2,12.48,8.15,System Test,1,7.8,1043.0,0,R07
D07062,Dashboard,Low,P2,19.62,5.77,Unit Test,0,7.9,1574.0,1,R20
D07063,Login,Critical,P1,35.48,7.89,Unit Test,0,2.0,1360.0,0,R12
D07064,Inventory,Low,P2,24.81,6.34,UAT,0,8.6,1741.0,1,R12
D07065,Reports,Medium,P3,23.62,5.6,System Test,1,1.2,965.0,0,R06
D07066,Inventory,Medium,P3,11.7,6.78,UAT,0,2.7,795.0,0,R18
D07067,Login,Low,P2,36.59,6.48,System Test,0,1.1,1774.0,0,R07
D07068,Login,High,P2,24.93,7.25,System Test,0,9.0,875.0,0,R12
D07069,Notifications,High,P3,29.09,7.82,Unit Test,0,4.7,1539.0,0,R06
D07070,Reports,Critical,P2,22.95,8.57,UAT,1,7.1,1033.0,0,R20
D07071,Inventory,Medium,P2,22.16,6.37,System Test,1,7.0,1526.0,0,R14
D07072,Inventory,Low,P3,24.48,,System Test,0,3.6,1454.0,0,R07
D07073,Notifications,Low,P2,5.49,3.84,Unit Test,1,2.7,547.0,0,R16
D07074,Login,Critical,P2,45.14,12.08,System Test,1,,1963.0,0,R20
D07075,Search,Medium,P1,22.03,4.18,Unit Test,1,7.3,605.0,0,R02
D07076,Reports,High,P3,38.54,8.34,System Test,0,2.8,1719.0,0,R16
D07077,Dashboard,Critical,P1,45.5,10.26,System Test,1,1.4,1908.0,1,R18
D07078,Reports,Critical,P2,13.94,5.97,UAT,0,2.7,231.0,1,R15
D07079,Payments,Medium,P3,2.19,4.48,System Test,1,2.5,216.0,0,R12
D07080,Notifications,Low,P2,29.82,5.84,System Test,1,4.4,1993.0,0,R10
D07081,Login,Medium,P2,23.89,7.37,Unit Test,1,9.6,1909.0,0,R09
D07082,Notifications,High,P3,5.74,5.68,Unit Test,0,5.8,779.0,0,R08
D07083,Notifications,Low,P2,14.52,5.54,Unit Test,1,4.1,1104.0,0,R14
D07084,Login,Low,P2,24.64,3.55,System Test,0,1.0,1011.0,0,R10
D07085,Login,Critical,P3,12.66,7.87,Unit Test,0,9.9,193.0,1,R09
D07086,Search,Low,P1,29.02,5.7,Unit Test,0,1.6,1502.0,0,R18
D07087,Notifications,High,P3,18.66,9.81,Unit Test,1,6.1,1915.0,0,R13
D07088,Payments,High,P2,29.6,9.04,System Test,1,2.6,1502.0,0,R13
D07089,Search,Medium,P2,19.26,5.1,UAT,0,6.5,1176.0,1,R11
D07090,Dashboard,Medium,P2,24.66,8.07,System Test,1,3.9,1628.0,0,R13
D07091,Login,High,P3,6.82,5.48,UAT,1,5.1,492.0,0,R04
D07092,Notifications,High,P1,26.83,,Unit Test,1,3.2,1058.0,1,R15
D07093,Login,Low,P2,2.36,3.22,System Test,0,1.3,189.0,0,R12
D07094,Notifications,Medium,P3,15.28,6.87,Unit Test,1,1.6,1339.0,1,R10
D07095,Inventory,Medium,P2,7.52,5.8,System Test,1,3.0,601.0,0,R15
D07096,Dashboard,Medium,P3,27.72,7.04,UAT,0,3.9,1728.0,0,R06
D07097,Reports,Medium,P3,21.87,8.31,UAT,0,1.7,1118.0,1,R15
D07098,Notifications,Critical,P2,1.0,7.54,Unit Test,1,1.2,341.0,1,R07
D07099,Payments,Medium,P3,12.92,4.39,System Test,1,3.1,655.0,0,R10
D07100,Login,Low,P2,6.31,2.34,System Test,0,9.6,370.0,0,R06
D07101,Search,Low,P2,9.31,5.21,System Test,0,3.5,853.0,0,R15
D07102,Inventory,High,P3,26.24,5.65,Unit Test,0,2.4,602.0,0,R13
D07103,Search,High,P3,5.83,5.96,System Test,1,6.1,309.0,0,R14
D07104,Login,High,P3,19.88,6.52,UAT,0,1.3,402.0,0,R02
D07105,Notifications,Medium,P1,22.58,7.17,UAT,0,6.7,1218.0,1,R20
D07106,Login,High,P3,8.28,5.57,Unit Test,1,1.0,276.0,0,R04
D07107,Search,High,P1,28.05,9.89,System Test,1,8.3,1554.0,0,R07
D07108,Login,High,P2,30.84,11.36,UAT,0,10.0,1987.0,0,R11
D07109,Notifications,Medium,P1,22.0,8.3,Unit Test,0,8.1,1307.0,0,R05
D07110,Reports,High,P1,11.92,5.72,System Test,0,6.7,251.0,0,R05
D07111,Notifications,Low,P3,12.85,4.68,System Test,0,8.0,1363.0,0,R18
D07112,Search,Low,P3,15.24,2.46,UAT,0,4.0,521.0,0,R15
D07113,Search,High,P3,24.35,6.82,Unit Test,1,5.5,1385.0,0,R17
D07114,Dashboard,Low,P1,21.12,5.74,System Test,1,4.1,1315.0,0,R20
D07115,Inventory,Low,P2,1.0,2.82,Unit Test,1,9.2,196.0,0,R03
D07116,Notifications,Medium,P1,5.51,4.62,System Test,1,6.8,514.0,0,R19
D07117,Login,High,P3,16.27,8.93,UAT,1,,1229.0,0,R10
D07118,Dashboard,Low,P3,24.08,5.0,System Test,0,6.4,1530.0,1,R05
D07119,Payments,High,P3,,9.01,System Test,1,8.2,1476.0,0,R06
D07120,Inventory,Medium,P2,29.55,8.02,System Test,1,7.3,1780.0,0,R15
D07121,Payments,High,P2,18.3,8.92,System Test,1,1.2,1114.0,0,R08
D07122,Dashboard,Medium,P3,3.05,2.11,Unit Test,1,5.6,309.0,0,R17
D07123,Notifications,High,P3,37.04,9.28,System Test,1,6.5,1834.0,1,R07
D07124,Search,Low,P2,1.0,2.01,System Test,0,7.8,124.0,0,R01
D07125,Reports,High,P2,25.27,10.15,System Test,1,3.1,1186.0,0,R05
D07126,Search,Medium,P1,19.63,4.88,System Test,0,,1034.0,0,R20
D07127,Dashboard,Low,P2,35.96,6.96,System Test,1,8.5,1975.0,0,R07
D07128,Reports,Low,P3,16.65,5.1,System Test,1,4.0,1370.0,1,R05
D07129,Search,Medium,P3,28.35,7.14,System Test,0,7.4,1148.0,1,R05
D07130,Notifications,High,P2,25.81,7.15,UAT,1,4.9,1046.0,1,R05
D07131,Reports,Low,P2,3.25,2.86,Unit Test,0,2.8,197.0,0,R19
D07132,Inventory,High,P2,11.45,5.49,UAT,1,2.3,444.0,1,R03
D07133,Dashboard,Low,P2,19.47,6.32,UAT,0,6.2,1424.0,0,R18
D07134,Login,Low,P2,19.31,5.77,Unit Test,0,8.8,1769.0,1,R16
D07135,Reports,Medium,P3,5.3,5.26,UAT,1,5.3,770.0,0,R05
D07136,Reports,Low,P2,24.49,6.39,Unit Test,1,6.9,1795.0,0,R09
D07137,Login,Low,P1,24.16,6.04,Unit Test,0,1.0,1034.0,0,R02
D07138,Login,Medium,P2,,5.71,UAT,0,3.9,517.0,0,R02
D07139,Login,Low,P2,26.24,8.64,Unit Test,1,5.1,1699.0,0,R18
D07140,Notifications,High,P3,2.69,3.7,Unit Test,1,6.2,175.0,0,R03
D07141,Login,High,P3,1.0,7.62,UAT,1,8.4,198.0,0,R16
D07142,Inventory,High,P2,21.99,7.36,Unit Test,0,3.8,854.0,1,R09
D07143,Notifications,Medium,P3,,5.48,System Test,0,9.7,5247.889308200362,0,R03
D07144,Notifications,Critical,P3,11.49,7.94,UAT,1,9.4,768.0,0,R13
D07145,Notifications,Medium,P2,,3.86,Unit Test,1,7.7,330.0,0,R20
D07146,Payments,Low,P2,18.19,3.81,System Test,1,8.1,1460.0,0,R12
D07147,Search,Medium,P1,4.87,3.45,Unit Test,0,7.9,301.0,0,R04
D07148,Search,Medium,P2,23.96,9.07,System Test,1,6.2,1796.0,0,R01
D07149,Inventory,Low,P3,12.71,3.44,Unit Test,1,4.4,764.0,0,R05
D07150,Login,High,P1,19.52,6.6,System Test,1,8.2,1031.0,0,R13
D07151,Notifications,Low,P2,10.87,3.64,System Test,1,1.5,979.0,1,R06
D07152,Search,Low,P3,5.13,4.32,System Test,1,8.7,779.0,0,R02
D07153,Search,High,P1,,8.72,System Test,1,4.2,1314.0,0,R14
D07154,Search,Critical,P3,18.28,8.09,UAT,1,5.4,805.0,0,R06
D07155,Search,Low,P1,18.09,4.47,System Test,1,6.0,1206.0,1,R20
D07156,Search,Medium,P2,31.49,7.9,UAT,0,2.5,1671.0,0,R09
D07157,Search,Medium,P2,25.04,6.97,System Test,0,6.4,1092.0,0,R15
D07158,Inventory,Medium,P2,35.38,8.47,System Test,1,1.7,1914.0,0,R06
D07159,Search,Low,P2,12.59,4.08,UAT,1,2.6,864.0,1,R19
D07160,Payments,Low,P1,28.31,8.88,Unit Test,0,8.8,1917.0,1,R12
D07161,Dashboard,Medium,P3,5.75,4.73,System Test,0,2.0,567.0,0,R09
D07162,Payments,Medium,P3,,2.04,Unit Test,0,2.7,245.0,0,R08
D07163,Login,Critical,P3,17.25,9.14,Unit Test,0,1.5,632.0,1,R10
D07164,Payments,High,P3,18.06,4.5,System Test,0,4.7,180.0,0,R17
D07165,Search,Low,P2,4.39,3.02,Unit Test,1,7.9,743.0,0,R20
D07166,Inventory,High,P2,20.93,9.13,System Test,0,3.5,1143.0,0,R10
D07167,Payments,Medium,P3,24.66,7.89,System Test,0,3.6,1490.0,0,R18
D07168,Search,Medium,P2,6.87,5.12,System Test,1,7.1,383.0,0,R09
D07169,Dashboard,Low,P3,5.78,2.62,Unit Test,1,7.2,657.0,1,R13
D07170,Search,Low,P2,16.62,4.52,Unit Test,1,9.1,1519.0,0,R11
D07171,Notifications,Medium,P1,14.95,4.89,System Test,0,2.5,539.0,0,R15
D07172,Search,Critical,P1,13.22,7.36,UAT,1,4.4,360.0,0,R14
D07173,Dashboard,High,P2,7.17,5.04,System Test,1,6.5,349.0,0,R17
D07174,Search,Critical,P2,33.1,9.91,System Test,0,3.3,1295.0,0,R15
D07175,Reports,High,P3,24.75,8.7,UAT,1,8.7,1684.0,1,R17
D07176,Payments,Critical,P2,19.22,9.59,UAT,0,1.7,936.0,0,R07
D07177,Reports,Low,P3,11.41,3.59,System Test,0,7.7,702.0,0,R20
D07178,Login,Low,P3,7.3,,Unit Test,1,6.0,357.0,0,R10
D07179,Payments,High,P2,32.86,7.21,System Test,1,3.0,1200.0,0,R03
D07180,Notifications,Medium,P3,12.29,5.1,Unit Test,1,8.4,409.0,1,R13
D07181,Search,Medium,P3,35.92,9.1,Unit Test,1,3.9,1822.0,0,R19
D07182,Dashboard,Low,P3,3.47,2.13,UAT,0,8.5,277.0,1,R09
D07183,Notifications,Low,P3,18.18,6.28,System Test,1,1.1,1084.0,0,R08
D07184,Dashboard,High,P2,1.97,6.16,UAT,1,7.8,131.0,0,R10
D07185,Search,Low,P1,1.0,3.8,Unit Test,0,8.3,427.0,0,R12
D07186,Inventory,Low,P3,18.39,5.74,Unit Test,0,4.5,1319.0,0,R14
D07187,Inventory,Medium,P3,15.77,5.66,UAT,1,,940.0,0,R19
D07188,Login,High,P2,6.26,5.22,UAT,1,8.3,268.0,0,R07
D07189,Login,High,P3,34.15,9.89,Unit Test,1,7.4,1725.0,0,R18
D07190,Payments,Medium,P3,16.59,4.95,System Test,1,3.1,1020.0,0,R16
D07191,Dashboard,High,P3,17.46,6.98,Unit Test,0,3.2,585.0,0,R07
D07192,Payments,Low,P1,30.85,8.21,Unit Test,1,9.6,1915.0,0,R13
D07193,Notifications,Low,P2,21.78,8.01,Unit Test,1,4.1,1611.0,0,R11
D07194,Login,Critical,P2,36.64,11.68,UAT,1,7.5,1753.0,1,R05
D07195,Search,Low,P2,20.9,7.17,System Test,1,9.7,1794.0,0,R07
D07196,Dashboard,Critical,P2,33.97,10.62,Unit Test,0,7.8,1370.0,0,R02
D07197,Dashboard,High,P3,29.82,7.48,System Test,0,6.8,897.0,0,R01
D07198,Search,Low,P1,5.96,2.78,System Test,0,,665.0,0,R13
D07199,Inventory,Low,P3,6.92,3.97,System Test,1,7.9,632.0,0,R20
D07200,Payments,Medium,P2,20.11,4.9,System Test,0,3.6,900.0,0,R13
D07201,Login,Low,P2,1.0,3.37,System Test,1,5.5,522.0,0,R04
D07202,Reports,Medium,P2,,8.37,Unit Test,1,2.8,1602.0,0,R13
D07203,Reports,Medium,P1,29.31,5.54,System Test,1,2.5,1467.0,1,R17
D07204,Login,Medium,P1,37.68,8.81,System Test,0,4.5,1969.0,0,R16
D07205,Reports,Medium,P1,10.61,6.25,Unit Test,1,4.5,410.0,0,R07
D07206,Search,High,P3,31.6,,System Test,1,1.6,1847.0,0,R01
D07207,Inventory,Medium,P3,25.25,7.78,System Test,1,4.4,1690.0,1,R14
D07208,Dashboard,Low,P1,1.0,3.11,System Test,1,2.2,654.0,0,R10
D07209,Payments,Critical,P2,24.72,11.07,System Test,0,1.2,1208.0,0,R13
D07210,Payments,Low,P2,14.49,4.79,Unit Test,1,4.3,1170.0,0,R06
D07211,Payments,High,P2,25.11,8.65,System Test,0,8.5,1319.0,0,R17
D07212,Notifications,Low,P2,22.4,9.28,System Test,1,8.2,1988.0,0,R12
D07213,Inventory,High,P2,28.41,7.92,System Test,1,5.4,1193.0,0,R03
D07214,Inventory,Medium,P2,,4.99,System Test,0,3.6,966.0,1,R11
D07215,Dashboard,Low,P2,26.07,6.34,System Test,1,1.1,1771.0,0,R06
D07216,Reports,Critical,P3,3.04,5.9,System Test,1,3.4,303.0,0,R07
D07217,Search,Medium,P3,26.06,4.76,Unit Test,1,1.1,1230.0,0,R15
D07218,Login,Medium,P2,24.8,8.39,UAT,1,5.9,1743.0,0,R07
D07219,Reports,Critical,P2,42.64,11.97,Unit Test,0,1.1,1978.0,0,R01
D07220,Notifications,Medium,P2,10.83,4.64,System Test,0,8.1,546.0,0,R04
D07221,Search,Low,P3,15.54,4.79,UAT,1,3.9,1016.0,1,R20
D07222,Inventory,Medium,P2,13.63,8.96,Unit Test,1,5.4,1417.0,1,R09
D07223,Payments,High,P2,16.55,7.26,Unit Test,0,9.1,1414.0,0,R14
D07224,Search,Low,P1,25.97,5.95,UAT,1,3.2,1342.0,0,R10
D07225,Notifications,Medium,P3,25.68,4.51,UAT,0,9.5,777.0,0,R07
D07226,Search,Critical,P2,6.85,6.19,System Test,1,9.2,177.0,1,R14
D07227,Payments,High,P1,17.98,8.12,Unit Test,0,9.7,1218.0,0,R15
D07228,Reports,Critical,P3,25.37,11.62,Unit Test,1,2.1,1819.0,0,R15
D07229,Dashboard,Low,P2,3.6,0.99,UAT,0,8.0,359.0,1,R13
D07230,Login,Medium,P2,12.92,7.38,System Test,1,6.4,1163.0,0,R08
D07231,Payments,Medium,P2,19.71,4.96,Unit Test,0,1.3,998.0,0,R02
D07232,Search,Medium,P3,22.38,8.89,Unit Test,1,7.7,1637.0,0,R13
D07233,Dashboard,Low,P2,8.19,2.4,Unit Test,1,1.5,202.0,1,R13
D07234,Search,Medium,P2,18.61,7.22,Unit Test,0,4.7,1569.0,1,R20
D07235,Payments,Low,P1,35.68,5.19,System Test,1,1.1,1728.0,0,R16
D07236,Notifications,Critical,P3,21.55,9.97,Unit Test,1,2.5,1624.0,1,R10
D07237,Search,Low,P3,6.78,1.28,System Test,1,5.3,543.0,1,R17
D07238,Reports,Medium,P2,1.0,5.47,System Test,1,8.6,487.0,0,R15
D07239,Inventory,High,P2,24.17,10.51,System Test,1,5.6,1745.0,1,R16
D07240,Reports,High,P2,19.44,6.74,UAT,0,5.4,889.0,0,R12
D07241,Payments,Medium,P3,19.17,7.89,System Test,1,6.7,1525.0,1,R16
D07242,Reports,Low,P3,26.36,6.54,Unit Test,1,2.4,1534.0,1,R15
D07243,Notifications,Medium,P3,11.91,3.76,System Test,0,6.3,343.0,0,R15
D07244,Login,Critical,P2,35.97,12.6,UAT,1,8.2,1503.0,1,R20
D07245,Notifications,Low,P1,19.27,,UAT,1,2.2,1140.0,1,R16
D07246,Notifications,High,P3,24.79,8.02,System Test,1,2.8,1413.0,0,R19
D07247,Login,Low,P2,,3.49,System Test,1,1.3,199.0,0,R10
D07248,Notifications,Critical,P1,,9.32,Unit Test,0,1.8,877.0,0,R01
D07249,Payments,Medium,P3,15.28,4.77,System Test,0,3.5,735.0,0,R13
D07250,Notifications,Medium,P2,32.24,9.11,Unit Test,1,9.2,1956.0,1,R10
D07251,Login,High,P3,18.77,6.03,System Test,0,8.8,511.0,1,R18
D07252,Search,Medium,P3,1.0,6.04,UAT,0,4.7,432.0,0,R05
D07253,Notifications,High,P2,12.02,6.89,Unit Test,1,8.7,818.0,0,R20
D07254,Dashboard,Medium,P1,11.59,4.54,System Test,1,1.6,727.0,0,R04
D07255,Notifications,Medium,P2,19.61,,Unit Test,0,3.4,982.0,0,R12
D07256,Payments,Medium,P3,5.55,4.19,Unit Test,1,5.3,288.0,1,R18
D07257,Search,Low,P2,10.92,2.73,System Test,0,1.8,442.0,0,R08
D07258,Reports,Medium,P2,1.0,4.92,System Test,0,9.4,166.0,0,R08
D07259,Notifications,Low,P2,18.51,5.22,Unit Test,0,6.7,1505.0,0,R04
D07260,Dashboard,Medium,P3,13.78,8.49,Unit Test,0,8.4,1757.0,0,R13
D07261,Dashboard,Low,P2,3.28,3.13,System Test,0,2.8,566.0,0,R09
D07262,Dashboard,Low,P2,29.88,6.02,System Test,0,7.9,1959.0,0,R09
D07263,Inventory,High,P2,12.73,5.78,System Test,1,8.4,497.0,0,R09
D07264,Dashboard,Critical,P3,41.68,11.36,System Test,1,6.6,1864.0,0,R19
D07265,Search,High,P2,16.72,6.93,Unit Test,1,2.4,659.0,0,R05
D07266,Reports,High,P2,34.17,8.91,UAT,1,9.4,1899.0,0,R06
D07267,Login,Low,P2,26.01,4.26,Unit Test,0,5.0,1217.0,1,R06
D07268,Login,Medium,P1,21.83,7.84,System Test,0,10.0,1115.0,0,R18
D07269,Notifications,High,P3,19.36,9.34,Unit Test,1,5.1,1377.0,0,R04
D07270,Notifications,Medium,P2,38.27,8.97,UAT,0,6.8,1987.0,0,R17
D07271,Inventory,Medium,P2,17.32,,Unit Test,1,3.5,1041.0,0,R13
D07272,Notifications,Low,P1,1.0,2.26,System Test,1,8.5,126.0,0,R17
D07273,Inventory,Medium,P1,12.54,3.1,Unit Test,1,1.9,894.0,0,R19
D07274,Reports,High,P1,19.49,7.03,UAT,1,2.3,940.0,0,R08
D07275,Search,Critical,P1,28.64,9.47,Unit Test,0,,1139.0,0,R15
D07276,Payments,Low,P3,1.0,3.72,System Test,0,8.6,194.0,1,R05
D07277,Payments,High,P3,21.2,7.18,UAT,1,7.7,1155.0,1,R15
D07278,Inventory,High,P3,8.86,7.12,System Test,1,2.1,445.0,0,R15
D07279,Inventory,Medium,P1,23.78,10.65,Unit Test,1,4.5,1908.0,0,R07
D07280,Notifications,Low,P2,4.29,3.86,Unit Test,0,1.4,329.0,0,R02
D07281,Search,Medium,P3,5.21,2.43,UAT,0,6.3,379.0,0,R10
D07282,Reports,High,P2,19.55,8.86,UAT,1,9.2,1571.0,1,R11
D07283,Inventory,Critical,P2,18.71,7.69,System Test,0,2.7,855.0,0,R11
D07284,Notifications,Medium,P2,6.49,1.82,System Test,1,9.1,273.0,0,R07
D07285,Search,High,P2,23.22,12.03,Unit Test,0,7.9,1965.0,0,R14
D07286,Reports,Low,P1,17.58,4.26,System Test,1,2.1,1217.0,0,R02
D07287,Reports,Low,P3,31.49,6.77,System Test,1,1.7,1624.0,0,R20
D07288,Reports,Low,P3,9.72,5.73,System Test,0,,1129.0,0,R09
D07289,Dashboard,Medium,P1,1.0,2.96,Unit Test,0,8.7,145.0,0,R14
D07290,Search,Critical,P3,,11.12,System Test,1,2.9,1481.0,0,R17
D07291,Reports,Medium,P2,,7.35,System Test,0,1.5,1244.0,1,R05
D07292,Search,Low,P3,2.16,1.39,System Test,0,2.7,294.0,0,R10
D07293,Inventory,Low,P3,12.84,3.01,Unit Test,1,5.8,718.0,0,R12
D07294,Payments,Critical,P2,20.86,7.58,System Test,0,3.5,1024.0,1,R07
D07295,Notifications,High,P2,8.52,6.78,UAT,1,8.8,800.0,0,R10
D07296,Notifications,Medium,P2,11.11,6.92,Unit Test,1,8.2,1565.0,0,R08
D07297,Dashboard,Medium,P1,6.63,4.24,Unit Test,0,8.3,592.0,0,R07
D07298,Search,Medium,P1,6.18,3.74,System Test,1,2.3,280.0,1,R05
D07299,Reports,Low,P2,13.83,6.04,System Test,1,2.0,1411.0,1,R02
D07300,Login,Medium,P2,25.9,7.75,Unit Test,1,5.4,1557.0,0,R08
D07301,Inventory,Medium,P3,19.28,,UAT,1,7.5,1496.0,1,R19
D07302,Login,High,P1,23.12,8.84,System Test,1,2.5,1313.0,0,R01
D07303,Payments,Low,P3,34.42,6.71,System Test,1,,1738.0,0,R04
D07304,Dashboard,Medium,P2,1.0,4.25,System Test,1,8.2,221.0,1,R01
D07305,Notifications,Low,P2,1.0,2.35,System Test,1,1.4,254.0,0,R06
D07306,Search,Medium,P2,16.96,5.68,Unit Test,1,2.9,979.0,0,R13
D07307,Payments,Low,P3,21.96,5.31,System Test,1,9.9,1697.0,0,R16
D07308,Notifications,Low,P2,11.76,5.39,UAT,0,6.3,814.0,0,R13
D07309,Payments,Low,P3,19.01,4.73,UAT,1,7.0,812.0,0,R14
D07310,Payments,High,P2,9.68,3.17,System Test,1,8.2,389.0,1,R15
D07311,Reports,High,P3,24.65,7.97,System Test,0,4.5,757.0,0,R20
D07312,Search,Critical,P2,38.84,11.16,Unit Test,1,4.2,1883.0,0,R12
D07313,Search,High,P2,14.28,3.66,System Test,0,9.6,357.0,0,R06
D07314,Login,Low,P3,24.36,5.77,System Test,1,2.5,1547.0,0,R02
D07315,Dashboard,Medium,P2,20.91,8.37,Unit Test,0,9.7,1639.0,0,R19
D07316,Reports,Critical,P2,12.82,8.07,UAT,1,6.2,580.0,0,R15
D07317,Reports,Medium,P2,14.91,5.39,System Test,1,2.5,548.0,0,R13
D07318,Payments,Critical,P1,34.01,10.72,System Test,0,5.0,1383.0,0,R16
D07319,Payments,High,P2,21.25,8.43,Unit Test,0,6.5,1259.0,0,R14
D07320,Notifications,Medium,P3,28.83,6.22,System Test,1,6.9,991.0,0,R18
D07321,Search,Low,P2,17.22,4.44,System Test,1,7.4,1296.0,0,R05
D07322,Payments,Low,P3,5.83,1.08,UAT,1,,345.0,0,R11
D07323,Search,Critical,P3,26.16,9.82,UAT,1,,1159.0,0,R03
D07324,Notifications,Low,P3,11.87,4.0,Unit Test,1,5.1,791.0,0,R15
D07325,Search,Medium,P2,24.06,7.7,UAT,0,8.5,1780.0,0,R12
D07326,Login,Medium,P3,11.49,5.09,Unit Test,0,3.0,783.0,1,R01
D07327,Reports,High,P2,,6.26,UAT,0,,357.0,0,R20
D07328,Search,Low,P1,17.29,4.12,UAT,0,8.3,976.0,0,R18
D07329,Dashboard,Medium,P3,32.9,,Unit Test,0,2.4,1208.0,0,R18
D07330,Inventory,Low,P2,,7.07,System Test,1,5.7,1720.0,0,R19
D07331,Inventory,Critical,P2,38.35,10.47,UAT,0,7.0,1685.0,0,R03
D07332,Reports,Low,P2,1.0,2.02,System Test,1,1.4,253.0,0,R20
D07333,Reports,Critical,P3,24.14,9.6,Unit Test,1,1.1,871.0,0,R18
D07334,Notifications,High,P2,,5.62,System Test,1,2.4,299.0,0,R16
D07335,Dashboard,Low,P2,1.0,3.66,System Test,0,3.5,507.0,0,R14
D07336,Notifications,High,P3,22.39,10.32,System Test,1,9.1,1585.0,0,R19
D07337,Inventory,Critical,P2,31.32,9.92,System Test,0,5.3,1548.0,0,R15
D07338,Reports,Medium,P2,33.24,5.79,Unit Test,1,3.9,1461.0,0,R08
D07339,Inventory,High,P2,17.86,6.15,Unit Test,1,2.8,794.0,0,R12
D07340,Login,Low,P2,6.88,4.2,Unit Test,1,9.6,910.0,0,R10
D07341,Search,Medium,P1,21.57,5.58,System Test,0,6.9,775.0,1,R17
D07342,Search,Medium,P2,17.46,4.87,Unit Test,0,4.6,569.0,0,R18
D07343,Payments,High,P3,15.3,7.48,Unit Test,1,2.0,690.0,0,R13
D07344,Reports,High,P3,22.55,8.08,System Test,0,6.3,1330.0,0,R17
D07345,Payments,Low,P2,23.02,4.81,UAT,1,8.2,1465.0,0,R15
D07346,Inventory,Low,P2,26.2,4.84,Unit Test,0,3.2,1317.0,0,R10
D07347,Inventory,Low,P3,7.42,1.43,UAT,1,6.7,220.0,1,R16
D07348,Search,Critical,P2,38.01,13.78,UAT,0,8.0,1851.0,1,R09
D07349,Reports,Medium,P2,20.54,5.77,System Test,0,6.2,1162.0,0,R19
D07350,Dashboard,High,P2,19.19,9.41,Unit Test,1,5.3,1203.0,0,R16
D07351,Search,Medium,P3,21.72,2.76,System Test,0,2.2,535.0,1,R19
D07352,Login,Medium,P2,27.55,9.26,System Test,1,1.4,1386.0,0,R03
D07353,Reports,Medium,P1,18.82,5.7,Unit Test,0,1.6,1215.0,0,R16
D07354,Search,High,P2,30.12,10.3,UAT,1,3.1,1785.0,0,R06
D07355,Reports,Critical,P1,,7.78,Unit Test,1,9.3,156.0,1,R13
D07356,Notifications,High,P3,21.32,7.35,System Test,1,6.8,1364.0,1,R01
D07357,Reports,Critical,P3,38.84,11.23,System Test,0,3.5,1858.0,0,R05
D07358,Notifications,Low,P3,29.14,7.18,Unit Test,1,3.2,1565.0,0,R09
D07359,Inventory,Low,P2,21.7,7.46,UAT,1,4.2,1765.0,0,R04
D07360,Notifications,Medium,P2,2.6,5.48,Unit Test,1,4.3,708.0,0,R19
D07361,Reports,Low,P3,13.91,5.36,Unit Test,0,9.8,1256.0,1,R18
D07362,Reports,Medium,P2,,7.63,Unit Test,0,5.2,1504.0,0,R05
D07363,Inventory,Medium,P3,12.52,,System Test,0,1.8,456.0,0,R18
D07364,Notifications,Low,P3,1.0,2.79,System Test,0,9.3,200.0,0,R18
D07365,Search,High,P1,19.8,6.68,Unit Test,0,2.3,591.0,0,R16
D07366,Notifications,Low,P3,29.69,5.44,System Test,1,6.5,1757.0,0,R14
D07367,Inventory,Critical,P2,35.67,10.98,System Test,0,5.9,1723.0,0,R15
D07368,Payments,High,P1,28.08,8.54,Unit Test,1,7.9,1572.0,1,R14
D07369,Login,Medium,P3,29.56,7.55,System Test,1,7.1,1644.0,0,R18
D07370,Payments,Medium,P3,7.0,2.73,System Test,1,6.4,289.0,0,R12
D07371,Dashboard,High,P3,20.98,6.07,UAT,1,1.5,789.0,0,R16
D07372,Payments,Medium,P1,33.13,9.19,System Test,0,9.2,1767.0,1,R07
D07373,Inventory,Critical,P2,25.38,10.03,Unit Test,1,8.8,1519.0,0,R10
D07374,Notifications,Medium,P3,10.65,4.1,System Test,0,3.5,641.0,1,R04
D07375,Payments,Low,P1,9.96,3.62,System Test,0,2.1,466.0,0,R08
D07376,Inventory,Critical,P2,11.77,7.72,Unit Test,0,7.5,574.0,0,R16
D07377,Search,High,P2,27.73,10.07,Unit Test,0,6.2,1301.0,0,R07
D07378,Reports,Critical,P2,6.27,7.03,System Test,0,1.2,201.0,0,R17
D07379,Inventory,High,P2,39.52,11.02,System Test,1,3.8,1884.0,0,R19
D07380,Reports,High,P3,21.57,6.95,Unit Test,1,8.6,1483.0,0,R08
D07381,Reports,Low,P3,25.55,6.67,System Test,0,2.2,1716.0,0,R14
D07382,Inventory,Medium,P3,24.33,7.8,System Test,1,2.1,1547.0,0,R14
D07383,Login,Medium,P1,1.67,3.36,System Test,0,6.7,200.0,0,R01
D07384,Dashboard,High,P3,22.12,8.1,System Test,1,5.6,1174.0,0,R10
D07385,Notifications,Low,P3,24.54,7.35,Unit Test,0,,1844.0,1,R12
D07386,Login,Critical,P2,4.54,5.39,Unit Test,1,2.3,108.0,0,R03
D07387,Search,Medium,P1,17.66,5.4,Unit Test,1,7.5,778.0,0,R06
D07388,Notifications,Critical,P3,6.89,6.68,Unit Test,0,9.9,381.0,0,R01
